user_id,pred_prob
USER_546445,0.9999840535740343
USER_641535,0.9999662801045032
USER_165959,0.9999640759112625
USER_505198,0.9999528837760091
USER_359082,0.999947234619428
USER_170006,0.9999416995375885
USER_604684,0.9999404477906683
USER_573888,0.9999403639177887
USER_550826,0.9999395988406756
USER_411555,0.9999356926418645
USER_554837,0.9999352430242957
USER_340059,0.9999281417425036
USER_511250,0.9999241909036801
USER_652146,0.999919367301037
USER_887801,0.9999132859695078
USER_507201,0.9999083537176636
USER_130526,0.9998997310753063
USER_167493,0.9998961213493893
USER_410257,0.9998895926283144
USER_676199,0.9998880781728631
USER_558038,0.9998801695895563
USER_434082,0.9998794354133094
USER_390603,0.999878866611716
USER_398569,0.9998780774295412
USER_625256,0.9998764887184066
USER_564330,0.9998755865675598
USER_972165,0.9998707345957326
USER_664299,0.9998639729104888
USER_108564,0.9998561920385343
USER_803277,0.9998521166118784
USER_974607,0.9998495877988696
USER_823484,0.9998488275606106
USER_135286,0.9998450543247
USER_653528,0.9998429199827673
USER_630079,0.999842120604362
USER_311119,0.9998361188360616
USER_367989,0.9998354008837704
USER_182772,0.9998351796404846
USER_774528,0.9998122593229587
USER_154810,0.9998108064044857
USER_233201,0.9998020025354483
USER_433027,0.9997881298970319
USER_172781,0.9997852800143492
USER_884496,0.999782038697028
USER_282250,0.9997807577365683
USER_754960,0.9997784665352918
USER_103199,0.9997752497262281
USER_445056,0.9997680545037723
USER_308433,0.9997618806107575
USER_597616,0.9997595404818087
USER_349797,0.9997571696267525
USER_107247,0.9997541349447175
USER_132725,0.9997515140987521
USER_903061,0.9997507489166386
USER_921693,0.9997484689427105
USER_739216,0.9997245509611113
USER_596545,0.9997164181960501
USER_438520,0.9997162530415831
USER_186440,0.9997129232014229
USER_641716,0.9997120356739064
USER_658748,0.999711969902106
USER_519220,0.9997068006934209
USER_826995,0.9996995229679488
USER_899354,0.9996690023859006
USER_171309,0.9996530057515166
USER_692474,0.9996450245382718
USER_406749,0.999638553141475
USER_714045,0.9996324493674581
USER_207233,0.9996152863605017
USER_460382,0.9996150665751236
USER_132259,0.9996129499229888
USER_452018,0.9996039660292212
USER_124127,0.9995825903094182
USER_694824,0.9995823393745413
USER_757666,0.9995692192080273
USER_260945,0.9995692191932948
USER_578216,0.9995615209390913
USER_628480,0.9995569683810466
USER_852837,0.9995567314800262
USER_837198,0.9995419965649645
USER_374435,0.9995234094836746
USER_296414,0.9994917839101202
USER_670520,0.9994743529332369
USER_965532,0.9994416704290714
USER_945415,0.9994344824890117
USER_299027,0.9994283999660771
USER_536714,0.9994255413099826
USER_877597,0.9994230867679987
USER_929069,0.9993819100272264
USER_460450,0.9993803071583927
USER_780014,0.9993698665174555
USER_387135,0.9993680708442207
USER_748870,0.9993550659905794
USER_295453,0.9993496538053147
USER_662909,0.999290843757813
USER_815127,0.9992903351144088
USER_702472,0.999277086815436
USER_344624,0.9992572063037767
USER_980887,0.9992055222327957
USER_819667,0.9992026702285549
USER_439503,0.9991976693491217
USER_885112,0.9991663386503353
USER_248021,0.9991582467172228
USER_522465,0.9991040003718169
USER_241018,0.9990981764488244
USER_949356,0.9990813648159901
USER_368403,0.999051314471755
USER_739884,0.9989568426311829
USER_694508,0.9988302081636832
USER_915684,0.9988154056520727
USER_515632,0.9988075121857811
USER_487484,0.9988044639881981
USER_600852,0.9987853806363495
USER_479583,0.9987463181583192
USER_463668,0.9987396563634204
USER_413467,0.9987265964626308
USER_780972,0.9986549154720802
USER_952999,0.9985894151955916
USER_794990,0.998557904205769
USER_109499,0.9985348770241234
USER_916601,0.9985297629674171
USER_231461,0.9984592955762697
USER_535963,0.9983949932853066
USER_416467,0.9981822544515451
USER_202848,0.9981692881266939
USER_949057,0.9981409411055477
USER_125175,0.9981218061104062
USER_298062,0.9981182296367279
USER_200144,0.9980699480805998
USER_830515,0.997975214421234
USER_753419,0.9979539511683571
USER_587585,0.9978349288627291
USER_766647,0.9977958425936392
USER_632067,0.9977713971422415
USER_392014,0.9975982286468311
USER_476214,0.9975826494346354
USER_764253,0.9975580543415926
USER_848616,0.9975000502388999
USER_691709,0.9974993118849828
USER_984038,0.9969999517347838
USER_535973,0.9965864668607172
USER_633981,0.9964768145736352
USER_528580,0.9963937091610767
USER_335632,0.9961757943014249
USER_999441,0.9956234524992161
USER_322273,0.9954075519954736
USER_531142,0.9953712960469153
USER_845437,0.9953138597304675
USER_450302,0.99529063222751
USER_278796,0.9952683042443395
USER_707593,0.9951167646796295
USER_676239,0.9948596883450367
USER_342778,0.9941798214489489
USER_400583,0.9940213344557242
USER_960098,0.9935385025831679
USER_980515,0.9933905191633171
USER_475187,0.9932815289897949
USER_918648,0.992744604952194
USER_643616,0.9926242036552585
USER_186092,0.9924367829434417
USER_742930,0.9920590958202555
USER_834874,0.9917072031503565
USER_368256,0.9915841818294981
USER_415780,0.9914546315676405
USER_198437,0.9909728538015737
USER_499902,0.990829791908651
USER_780666,0.9904455210272127
USER_876012,0.9902865130770694
USER_992387,0.9900967435042152
USER_571543,0.989405087789675
USER_103573,0.9888657231357404
USER_478418,0.9872428684497483
USER_933169,0.9854026797048153
USER_639206,0.9851590061036223
USER_456808,0.9851367430947905
USER_111175,0.9844097505202377
USER_976516,0.976682036330611
USER_280461,0.9704871593237387
USER_868939,0.9693547404393219
USER_434879,0.967551418396046
USER_612593,0.9621061376042366
USER_109143,0.9542527355921447
USER_334965,0.9540023420981776
USER_651574,0.9521659221453759
USER_479876,0.9514914397929546
USER_563975,0.9479445343169073
USER_714447,0.947701968170975
USER_333731,0.9465844826049395
USER_318576,0.9338844566073081
USER_770865,0.9304316288193306
USER_537007,0.9290926968692136
USER_954104,0.9245184677900937
USER_770048,0.910903182276508
USER_409582,0.9101657039833206
USER_926080,0.9096098852663477
USER_897928,0.9015476331085274
USER_605033,0.8987005888740335
USER_394833,0.8916924062600473
USER_865945,0.8785453574721093
USER_481562,0.8690190540239141
USER_293719,0.8527909579408814
USER_194123,0.832760252427403
USER_510990,0.8278065212788366
USER_632500,0.8249023258336633
USER_607291,0.8196729867463985
USER_340903,0.8083322511471029
USER_631043,0.8000013399084014
USER_886454,0.7905084504828811
USER_596509,0.7599776655726228
USER_261839,0.7497907007969605
USER_429408,0.7172697788708913
USER_903157,0.7099983615223128
